route_id,service_type,trip_id,shape_id
24,1,12947,shp_1_36
24,1,12948,shp_1_36
24,1,12949,shp_1_36
24,1,12950,shp_1_36
24,1,12951,shp_1_36
24,1,12952,shp_1_36
24,1,12953,shp_1_36
24,1,12954,shp_1_36
24,1,12955,shp_1_36
24,1,12956,shp_1_36
24,1,12957,shp_1_36
24,1,12958,shp_1_36
24,1,12959,shp_1_36
24,1,12960,shp_1_36
24,1,12961,shp_1_36
24,1,12962,shp_1_36
24,1,12963,shp_1_36
24,1,12964,shp_1_36
24,1,12965,shp_1_36
24,1,12966,shp_1_36
24,1,12967,shp_1_36
24,1,12968,shp_1_36
24,1,12969,shp_1_36
24,1,12970,shp_1_36
24,1,12971,shp_1_36
24,1,12972,shp_1_36
24,1,12973,shp_1_36
24,1,12974,shp_1_36
24,1,12975,shp_1_36
24,1,12976,shp_1_36
24,1,12977,shp_1_36
24,1,12978,shp_1_36
24,1,12979,shp_1_36
24,1,12980,shp_1_36
24,1,12981,shp_1_36
24,1,12982,shp_1_36
24,1,12983,shp_1_36
24,1,12984,shp_1_36
24,1,12985,shp_1_36
24,1,12986,shp_1_36
24,1,12987,shp_1_36
24,1,12988,shp_1_36
24,1,12989,shp_1_36
24,1,12990,shp_1_36
24,1,12991,shp_1_36
24,1,12992,shp_1_36
24,1,12993,shp_1_36
24,1,12994,shp_1_36
24,1,12995,shp_1_36
24,1,12996,shp_1_36
24,1,12997,shp_1_36
24,1,12998,shp_1_36
24,1,12999,shp_1_36
24,1,13000,shp_1_36
24,1,13001,shp_1_36
24,1,13002,shp_1_36
24,1,13003,shp_1_36
24,1,13004,shp_1_36
24,1,13005,shp_1_36
24,1,13006,shp_1_36
24,1,13007,shp_1_36
24,1,13008,shp_1_36
24,1,13009,shp_1_36
24,1,13010,shp_1_36
24,1,13011,shp_1_36
24,1,13012,shp_1_36
24,1,13013,shp_1_36
24,1,13014,shp_1_36
24,1,13015,shp_1_36
24,1,13016,shp_1_36
24,1,13017,shp_1_36
24,1,13018,shp_1_36
24,1,13019,shp_1_36
24,1,13020,shp_1_36
24,1,13021,shp_1_36
24,1,13022,shp_1_36
24,1,13023,shp_1_36
24,1,13024,shp_1_36
24,1,13025,shp_1_36
24,1,13026,shp_1_36
24,1,13027,shp_1_36
24,1,13028,shp_1_36
24,1,13029,shp_1_36
24,1,13030,shp_1_36
24,1,13031,shp_1_36
24,1,13032,shp_1_36
24,1,13033,shp_1_36
24,1,13034,shp_1_36
24,1,13035,shp_1_36
24,1,13036,shp_1_36
24,1,13037,shp_1_36
24,1,13038,shp_1_36
24,1,13039,shp_1_36
24,1,13040,shp_1_36
24,1,13041,shp_1_36
24,1,13042,shp_1_36
24,1,13043,shp_1_36
24,1,13044,shp_1_36
24,1,13045,shp_1_36
24,1,13046,shp_1_36
24,1,13047,shp_1_36
24,1,13048,shp_1_36
24,1,13049,shp_1_36
24,1,13050,shp_1_36
24,1,13051,shp_1_36
24,1,13052,shp_1_36
24,1,13053,shp_1_36
24,1,13054,shp_1_36
24,1,13055,shp_1_36
24,1,13056,shp_1_36
24,1,13057,shp_1_36
24,1,13058,shp_1_36
24,1,13059,shp_1_36
24,1,13060,shp_1_36
24,1,13061,shp_1_36
24,1,13062,shp_1_36
24,1,13063,shp_1_36
24,1,13064,shp_1_36
24,1,13065,shp_1_36
24,1,13066,shp_1_36
24,1,13067,shp_1_36
24,1,13068,shp_1_36
24,1,13069,shp_1_36
24,1,13070,shp_1_36
24,1,13071,shp_1_36
24,1,13072,shp_1_36
24,1,13073,shp_1_36
24,1,13074,shp_1_36
24,1,13075,shp_1_36
24,1,13076,shp_1_36
24,1,13077,shp_1_36
24,1,13078,shp_1_36
24,1,13079,shp_1_36
24,1,13080,shp_1_36
24,1,13081,shp_1_36
24,1,13082,shp_1_36
24,1,13083,shp_1_36
24,1,13084,shp_1_36
24,1,13085,shp_1_36
24,1,13086,shp_1_36
24,1,13087,shp_1_36
24,1,13088,shp_1_36
24,1,13089,shp_1_36
24,1,13090,shp_1_36
24,1,13091,shp_1_36
24,1,13092,shp_1_36
24,1,13093,shp_1_36
24,1,13094,shp_1_36
24,1,13095,shp_1_36
24,1,13096,shp_1_36
24,1,13097,shp_1_36
24,1,13098,shp_1_36
24,1,13099,shp_1_36
24,1,13100,shp_1_36
24,1,13101,shp_1_36
24,1,13102,shp_1_36
24,1,13103,shp_1_36
24,1,13104,shp_1_36
24,1,13105,shp_1_36
24,1,13106,shp_1_36
24,1,13107,shp_1_36
24,1,13108,shp_1_36
24,1,13109,shp_1_36
24,1,13110,shp_1_36
24,1,13111,shp_1_36
24,1,13112,shp_1_36
24,1,13113,shp_1_36
24,1,13114,shp_1_36
24,1,13115,shp_1_36
24,1,13116,shp_1_36
24,1,13117,shp_1_36
24,1,13118,shp_1_36
24,1,13119,shp_1_36
24,1,13120,shp_1_36
24,1,13121,shp_1_36
24,1,13122,shp_1_36
24,1,13123,shp_1_36
24,1,13124,shp_1_36
24,1,13125,shp_1_36
25,1,13455,shp_1_4
25,1,13456,shp_1_4
25,1,13457,shp_1_4
25,1,13458,shp_1_4
25,1,13459,shp_1_4
25,1,13460,shp_1_4
25,1,13461,shp_1_4
25,1,13462,shp_1_4
25,1,13463,shp_1_4
25,1,13464,shp_1_4
25,1,13465,shp_1_4
25,1,13466,shp_1_4
25,1,13467,shp_1_4
25,1,13468,shp_1_4
25,1,13469,shp_1_4
25,1,13470,shp_1_4
25,1,13471,shp_1_4
25,1,13472,shp_1_4
25,1,13473,shp_1_4
25,1,13474,shp_1_4
25,1,13475,shp_1_4
25,1,13476,shp_1_4
25,1,13477,shp_1_4
25,1,13478,shp_1_4
25,1,13479,shp_1_4
25,1,13480,shp_1_4
25,1,13481,shp_1_4
25,1,13482,shp_1_4
25,1,13483,shp_1_4
25,1,13484,shp_1_4
25,1,13485,shp_1_4
25,1,13486,shp_1_4
25,1,13487,shp_1_4
25,1,13488,shp_1_4
25,1,13489,shp_1_4
25,1,13490,shp_1_4
25,1,13491,shp_1_4
25,1,13492,shp_1_4
25,1,13493,shp_1_4
25,1,13494,shp_1_4
25,1,13495,shp_1_4
25,1,13496,shp_1_4
25,1,13497,shp_1_4
25,1,13498,shp_1_4
25,1,13499,shp_1_4
25,1,13500,shp_1_4
25,1,13501,shp_1_4
25,1,13502,shp_1_4
25,1,13503,shp_1_4
25,1,13504,shp_1_4
25,1,13505,shp_1_4
25,1,13506,shp_1_4
25,1,13507,shp_1_4
25,1,13508,shp_1_4
25,1,13509,shp_1_4
25,1,13510,shp_1_4
25,1,13511,shp_1_4
25,1,13512,shp_1_4
25,1,13513,shp_1_4
25,1,13514,shp_1_4
25,1,13515,shp_1_4
25,1,13516,shp_1_4
25,1,13517,shp_1_4
25,1,13518,shp_1_4
25,1,13519,shp_1_4
25,1,13520,shp_1_4
25,1,13521,shp_1_4
25,1,13522,shp_1_4
25,1,13523,shp_1_4
25,1,13524,shp_1_4
25,1,13525,shp_1_4
25,1,13526,shp_1_4
25,1,13527,shp_1_4
25,1,13528,shp_1_4
25,1,13529,shp_1_4
25,1,13530,shp_1_4
25,1,13531,shp_1_4
25,1,13532,shp_1_4
25,1,13533,shp_1_4
25,1,13534,shp_1_4
25,1,13535,shp_1_4
25,1,13536,shp_1_4
25,1,13537,shp_1_4
25,1,13538,shp_1_4
25,1,13539,shp_1_4
25,1,13540,shp_1_4
25,1,13541,shp_1_4
25,1,13542,shp_1_4
25,1,13543,shp_1_4
25,1,13544,shp_1_4
25,1,13545,shp_1_4
25,1,13546,shp_1_4
25,1,13547,shp_1_4
25,1,13548,shp_1_4
25,1,13549,shp_1_4
25,1,13550,shp_1_4
25,1,13551,shp_1_4
25,1,13552,shp_1_4
25,1,13553,shp_1_4
25,1,13554,shp_1_4
25,1,13555,shp_1_4
25,1,13556,shp_1_4
25,1,13557,shp_1_4
25,1,13558,shp_1_4
25,1,13559,shp_1_4
25,1,13560,shp_1_4
25,1,13561,shp_1_4
26,1,13772,shp_1_3
26,1,13773,shp_1_3
26,1,13774,shp_1_3
26,1,13775,shp_1_3
26,1,13776,shp_1_3
26,1,13777,shp_1_3
26,1,13778,shp_1_3
26,1,13779,shp_1_3
26,1,13780,shp_1_3
26,1,13781,shp_1_3
26,1,13782,shp_1_3
26,1,13783,shp_1_3
26,1,13784,shp_1_3
26,1,13785,shp_1_3
26,1,13786,shp_1_3
26,1,13787,shp_1_3
26,1,13788,shp_1_3
26,1,13789,shp_1_3
26,1,13790,shp_1_3
26,1,13791,shp_1_3
26,1,13792,shp_1_3
26,1,13793,shp_1_3
26,1,13794,shp_1_3
26,1,13795,shp_1_3
26,1,13796,shp_1_3
26,1,13797,shp_1_3
26,1,13798,shp_1_3
26,1,13799,shp_1_3
26,1,13800,shp_1_3
26,1,13801,shp_1_3
26,1,13802,shp_1_3
26,1,13803,shp_1_3
26,1,13804,shp_1_3
26,1,13805,shp_1_3
26,1,13806,shp_1_3
26,1,13807,shp_1_3
26,1,13808,shp_1_3
26,1,13809,shp_1_3
26,1,13810,shp_1_3
26,1,13811,shp_1_3
26,1,13812,shp_1_3
26,1,13813,shp_1_3
26,1,13814,shp_1_3
26,1,13815,shp_1_3
26,1,13816,shp_1_3
26,1,13817,shp_1_3
26,1,13818,shp_1_3
26,1,13819,shp_1_3
26,1,13820,shp_1_3
26,1,13821,shp_1_3
26,1,13822,shp_1_3
26,1,13823,shp_1_3
26,1,13824,shp_1_3
26,1,13825,shp_1_3
26,1,13826,shp_1_3
26,1,13827,shp_1_3
26,1,13828,shp_1_3
26,1,13829,shp_1_3
26,1,13830,shp_1_3
26,1,13831,shp_1_3
26,1,13832,shp_1_3
26,1,13833,shp_1_3
26,1,13834,shp_1_3
26,1,13835,shp_1_3
26,1,13836,shp_1_3
26,1,13837,shp_1_3
26,1,13838,shp_1_3
26,1,13839,shp_1_3
26,1,13840,shp_1_3
26,1,13841,shp_1_3
26,1,13842,shp_1_3
26,1,13843,shp_1_3
26,1,13844,shp_1_3
26,1,13845,shp_1_3
26,1,13846,shp_1_3
26,1,13847,shp_1_3
26,1,13848,shp_1_3
26,1,13849,shp_1_3
26,1,13850,shp_1_3
26,1,13851,shp_1_3
26,1,13852,shp_1_3
26,1,13853,shp_1_3
26,1,13854,shp_1_3
26,1,13855,shp_1_3
26,1,13856,shp_1_3
26,1,13857,shp_1_3
26,1,13858,shp_1_3
26,1,13859,shp_1_3
26,1,13860,shp_1_3
26,1,13861,shp_1_3
26,1,13862,shp_1_3
26,1,13863,shp_1_3
26,1,13864,shp_1_3
26,1,13865,shp_1_3
26,1,13866,shp_1_3
26,1,13867,shp_1_3
26,1,13868,shp_1_3
26,1,13869,shp_1_3
26,1,13870,shp_1_3
26,1,13871,shp_1_3
26,1,13872,shp_1_3
26,1,13873,shp_1_3
26,1,13874,shp_1_3
26,1,13875,shp_1_3
26,1,13876,shp_1_3
26,1,13877,shp_1_3
27,1,14087,shp_1_5
27,1,14088,shp_1_5
27,1,14089,shp_1_5
27,1,14090,shp_1_5
27,1,14091,shp_1_5
27,1,14092,shp_1_5
27,1,14093,shp_1_5
27,1,14094,shp_1_5
27,1,14095,shp_1_5
27,1,14096,shp_1_5
27,1,14097,shp_1_5
27,1,14098,shp_1_5
27,1,14099,shp_1_5
27,1,14100,shp_1_5
27,1,14101,shp_1_5
27,1,14102,shp_1_5
27,1,14103,shp_1_5
27,1,14104,shp_1_5
27,1,14105,shp_1_5
27,1,14106,shp_1_5
27,1,14107,shp_1_5
27,1,14108,shp_1_5
27,1,14109,shp_1_5
27,1,14110,shp_1_5
27,1,14111,shp_1_5
27,1,14112,shp_1_5
27,1,14113,shp_1_5
27,1,14114,shp_1_5
27,1,14115,shp_1_5
27,1,14116,shp_1_5
27,1,14117,shp_1_5
27,1,14118,shp_1_5
27,1,14119,shp_1_5
27,1,14120,shp_1_5
27,1,14121,shp_1_5
27,1,14122,shp_1_5
27,1,14123,shp_1_5
27,1,14124,shp_1_5
27,1,14125,shp_1_5
27,1,14126,shp_1_5
27,1,14127,shp_1_5
27,1,14128,shp_1_5
27,1,14129,shp_1_5
27,1,14130,shp_1_5
27,1,14131,shp_1_5
27,1,14132,shp_1_5
27,1,14133,shp_1_5
27,1,14134,shp_1_5
27,1,14135,shp_1_5
27,1,14136,shp_1_5
27,1,14137,shp_1_5
27,1,14138,shp_1_5
27,1,14139,shp_1_5
27,1,14140,shp_1_5
27,1,14141,shp_1_5
27,1,14142,shp_1_5
27,1,14143,shp_1_5
27,1,14144,shp_1_5
27,1,14145,shp_1_5
27,1,14146,shp_1_5
27,1,14147,shp_1_5
27,1,14148,shp_1_5
27,1,14149,shp_1_5
27,1,14150,shp_1_5
27,1,14151,shp_1_5
27,1,14152,shp_1_5
27,1,14153,shp_1_5
27,1,14154,shp_1_5
27,1,14155,shp_1_5
27,1,14156,shp_1_5
27,1,14157,shp_1_5
27,1,14158,shp_1_5
27,1,14159,shp_1_5
27,1,14160,shp_1_5
27,1,14161,shp_1_5
27,1,14162,shp_1_5
27,1,14163,shp_1_5
27,1,14164,shp_1_5
27,1,14165,shp_1_5
27,1,14166,shp_1_5
27,1,14167,shp_1_5
27,1,14168,shp_1_5
27,1,14169,shp_1_5
27,1,14170,shp_1_5
27,1,14171,shp_1_5
27,1,14172,shp_1_5
27,1,14173,shp_1_5
27,1,14174,shp_1_5
27,1,14175,shp_1_5
27,1,14176,shp_1_5
27,1,14177,shp_1_5
27,1,14178,shp_1_5
27,1,14179,shp_1_5
27,1,14180,shp_1_5
27,1,14181,shp_1_5
27,1,14182,shp_1_5
27,1,14183,shp_1_5
27,1,14184,shp_1_5
27,1,14185,shp_1_5
27,1,14186,shp_1_5
27,1,14187,shp_1_5
27,1,14188,shp_1_5
27,1,14189,shp_1_5
27,1,14190,shp_1_5
27,1,14191,shp_1_5
27,1,14192,shp_1_5
27,1,14193,shp_1_5
27,1,14194,shp_1_5
27,1,14195,shp_1_5
27,1,14196,shp_1_5
27,1,14197,shp_1_5
27,1,14198,shp_1_5
27,1,14199,shp_1_5
3,1,1420,shp_1_25
27,1,14200,shp_1_5
27,1,14201,shp_1_5
27,1,14202,shp_1_5
27,1,14203,shp_1_5
27,1,14204,shp_1_5
27,1,14205,shp_1_5
27,1,14206,shp_1_5
27,1,14207,shp_1_5
27,1,14208,shp_1_5
27,1,14209,shp_1_5
3,1,1421,shp_1_25
27,1,14210,shp_1_5
27,1,14211,shp_1_5
27,1,14212,shp_1_5
27,1,14213,shp_1_5
27,1,14214,shp_1_5
27,1,14215,shp_1_5
27,1,14216,shp_1_5
27,1,14217,shp_1_5
3,1,1422,shp_1_25
3,1,1423,shp_1_25
3,1,1424,shp_1_25
3,1,1425,shp_1_25
3,1,1426,shp_1_25
3,1,1427,shp_1_25
3,1,1428,shp_1_25
3,1,1429,shp_1_25
3,1,1430,shp_1_25
3,1,1431,shp_1_25
3,1,1432,shp_1_25
3,1,1433,shp_1_25
3,1,1434,shp_1_25
3,1,1435,shp_1_25
3,1,1436,shp_1_25
3,1,1437,shp_1_25
3,1,1438,shp_1_25
3,1,1439,shp_1_25
3,1,1440,shp_1_25
3,1,1441,shp_1_25
3,1,1442,shp_1_25
3,1,1443,shp_1_25
3,1,1444,shp_1_25
28,1,14446,shp_1_27
28,1,14447,shp_1_27
28,1,14448,shp_1_27
28,1,14449,shp_1_27
3,1,1445,shp_1_25
28,1,14450,shp_1_27
28,1,14451,shp_1_27
28,1,14452,shp_1_27
28,1,14453,shp_1_27
28,1,14454,shp_1_27
28,1,14455,shp_1_27
28,1,14456,shp_1_27
28,1,14457,shp_1_27
28,1,14458,shp_1_27
28,1,14459,shp_1_27
3,1,1446,shp_1_25
28,1,14460,shp_1_27
28,1,14461,shp_1_27
28,1,14462,shp_1_27
28,1,14463,shp_1_27
28,1,14464,shp_1_27
28,1,14465,shp_1_27
28,1,14466,shp_1_27
28,1,14467,shp_1_27
28,1,14468,shp_1_27
28,1,14469,shp_1_27
3,1,1447,shp_1_25
28,1,14470,shp_1_27
28,1,14471,shp_1_27
28,1,14472,shp_1_27
28,1,14473,shp_1_27
28,1,14474,shp_1_27
28,1,14475,shp_1_27
28,1,14476,shp_1_27
28,1,14477,shp_1_27
28,1,14478,shp_1_27
28,1,14479,shp_1_27
3,1,1448,shp_1_25
28,1,14480,shp_1_27
28,1,14481,shp_1_27
28,1,14482,shp_1_27
28,1,14483,shp_1_27
28,1,14484,shp_1_27
28,1,14485,shp_1_27
28,1,14486,shp_1_27
28,1,14487,shp_1_27
28,1,14488,shp_1_27
28,1,14489,shp_1_27
3,1,1449,shp_1_25
28,1,14490,shp_1_27
28,1,14491,shp_1_27
28,1,14492,shp_1_27
28,1,14493,shp_1_27
28,1,14494,shp_1_27
28,1,14495,shp_1_27
28,1,14496,shp_1_27
28,1,14497,shp_1_27
28,1,14498,shp_1_27
28,1,14499,shp_1_27
3,1,1450,shp_1_25
28,1,14500,shp_1_27
28,1,14501,shp_1_27
28,1,14502,shp_1_27
28,1,14503,shp_1_27
28,1,14504,shp_1_27
28,1,14505,shp_1_27
28,1,14506,shp_1_27
28,1,14507,shp_1_27
28,1,14508,shp_1_27
28,1,14509,shp_1_27
3,1,1451,shp_1_25
28,1,14510,shp_1_27
28,1,14511,shp_1_27
28,1,14512,shp_1_27
28,1,14513,shp_1_27
28,1,14514,shp_1_27
28,1,14515,shp_1_27
28,1,14516,shp_1_27
28,1,14517,shp_1_27
28,1,14518,shp_1_27
28,1,14519,shp_1_27
3,1,1452,shp_1_25
28,1,14520,shp_1_27
28,1,14521,shp_1_27
28,1,14522,shp_1_27
28,1,14523,shp_1_27
28,1,14524,shp_1_27
28,1,14525,shp_1_27
28,1,14526,shp_1_27
28,1,14527,shp_1_27
28,1,14528,shp_1_27
28,1,14529,shp_1_27
3,1,1453,shp_1_25
28,1,14530,shp_1_27
28,1,14531,shp_1_27
28,1,14532,shp_1_27
28,1,14533,shp_1_27
28,1,14534,shp_1_27
28,1,14535,shp_1_27
28,1,14536,shp_1_27
28,1,14537,shp_1_27
28,1,14538,shp_1_27
28,1,14539,shp_1_27
3,1,1454,shp_1_25
28,1,14540,shp_1_27
28,1,14541,shp_1_27
28,1,14542,shp_1_27
28,1,14543,shp_1_27
28,1,14544,shp_1_27
28,1,14545,shp_1_27
28,1,14546,shp_1_27
28,1,14547,shp_1_27
28,1,14548,shp_1_27
28,1,14549,shp_1_27
3,1,1455,shp_1_25
28,1,14550,shp_1_27
28,1,14551,shp_1_27
28,1,14552,shp_1_27
28,1,14553,shp_1_27
28,1,14554,shp_1_27
28,1,14555,shp_1_27
28,1,14556,shp_1_27
28,1,14557,shp_1_27
28,1,14558,shp_1_27
28,1,14559,shp_1_27
3,1,1456,shp_1_25
28,1,14560,shp_1_27
28,1,14561,shp_1_27
28,1,14562,shp_1_27
28,1,14563,shp_1_27
28,1,14564,shp_1_27
28,1,14565,shp_1_27
28,1,14566,shp_1_27
28,1,14567,shp_1_27
28,1,14568,shp_1_27
28,1,14569,shp_1_27
3,1,1457,shp_1_25
28,1,14570,shp_1_27
28,1,14571,shp_1_27
28,1,14572,shp_1_27
28,1,14573,shp_1_27
28,1,14574,shp_1_27
28,1,14575,shp_1_27
28,1,14576,shp_1_27
28,1,14577,shp_1_27
28,1,14578,shp_1_27
3,1,1458,shp_1_25
3,1,1459,shp_1_25
3,1,1460,shp_1_25
3,1,1461,shp_1_25
3,1,1462,shp_1_25
3,1,1463,shp_1_25
3,1,1464,shp_1_25
3,1,1465,shp_1_25
3,1,1466,shp_1_25
3,1,1467,shp_1_25
3,1,1468,shp_1_25
3,1,1469,shp_1_25
3,1,1470,shp_1_25
3,1,1471,shp_1_25
3,1,1472,shp_1_25
3,1,1473,shp_1_25
3,1,1474,shp_1_25
3,1,1475,shp_1_25
3,1,1476,shp_1_25
3,1,1477,shp_1_25
3,1,1478,shp_1_25
3,1,1479,shp_1_25
3,1,1480,shp_1_25
3,1,1481,shp_1_25
29,1,14810,shp_1_35
29,1,14811,shp_1_35
29,1,14812,shp_1_35
29,1,14813,shp_1_35
29,1,14814,shp_1_35
29,1,14815,shp_1_35
29,1,14816,shp_1_35
29,1,14817,shp_1_35
29,1,14818,shp_1_35
29,1,14819,shp_1_35
3,1,1482,shp_1_25
29,1,14820,shp_1_35
29,1,14821,shp_1_35
29,1,14822,shp_1_35
29,1,14823,shp_1_35
29,1,14824,shp_1_35
29,1,14825,shp_1_35
29,1,14826,shp_1_35
29,1,14827,shp_1_35
29,1,14828,shp_1_35
29,1,14829,shp_1_35
3,1,1483,shp_1_25
29,1,14830,shp_1_35
29,1,14831,shp_1_35
29,1,14832,shp_1_35
29,1,14833,shp_1_35
29,1,14834,shp_1_35
29,1,14835,shp_1_35
29,1,14836,shp_1_35
29,1,14837,shp_1_35
29,1,14838,shp_1_35
29,1,14839,shp_1_35
3,1,1484,shp_1_25
29,1,14840,shp_1_35
29,1,14841,shp_1_35
29,1,14842,shp_1_35
29,1,14843,shp_1_35
29,1,14844,shp_1_35
29,1,14845,shp_1_35
29,1,14846,shp_1_35
29,1,14847,shp_1_35
29,1,14848,shp_1_35
29,1,14849,shp_1_35
3,1,1485,shp_1_25
29,1,14850,shp_1_35
29,1,14851,shp_1_35
29,1,14852,shp_1_35
29,1,14853,shp_1_35
29,1,14854,shp_1_35
29,1,14855,shp_1_35
29,1,14856,shp_1_35
29,1,14857,shp_1_35
29,1,14858,shp_1_35
29,1,14859,shp_1_35
3,1,1486,shp_1_25
29,1,14860,shp_1_35
29,1,14861,shp_1_35
29,1,14862,shp_1_35
29,1,14863,shp_1_35
29,1,14864,shp_1_35
29,1,14865,shp_1_35
29,1,14866,shp_1_35
29,1,14867,shp_1_35
29,1,14868,shp_1_35
29,1,14869,shp_1_35
3,1,1487,shp_1_25
29,1,14870,shp_1_35
29,1,14871,shp_1_35
29,1,14872,shp_1_35
29,1,14873,shp_1_35
29,1,14874,shp_1_35
29,1,14875,shp_1_35
29,1,14876,shp_1_35
29,1,14877,shp_1_35
29,1,14878,shp_1_35
29,1,14879,shp_1_35
3,1,1488,shp_1_25
29,1,14880,shp_1_35
29,1,14881,shp_1_35
29,1,14882,shp_1_35
29,1,14883,shp_1_35
29,1,14884,shp_1_35
29,1,14885,shp_1_35
29,1,14886,shp_1_35
29,1,14887,shp_1_35
29,1,14888,shp_1_35
29,1,14889,shp_1_35
3,1,1489,shp_1_25
29,1,14890,shp_1_35
29,1,14891,shp_1_35
29,1,14892,shp_1_35
29,1,14893,shp_1_35
29,1,14894,shp_1_35
29,1,14895,shp_1_35
29,1,14896,shp_1_35
29,1,14897,shp_1_35
29,1,14898,shp_1_35
29,1,14899,shp_1_35
3,1,1490,shp_1_25
29,1,14900,shp_1_35
29,1,14901,shp_1_35
29,1,14902,shp_1_35
29,1,14903,shp_1_35
29,1,14904,shp_1_35
29,1,14905,shp_1_35
29,1,14906,shp_1_35
29,1,14907,shp_1_35
29,1,14908,shp_1_35
29,1,14909,shp_1_35
3,1,1491,shp_1_25
29,1,14910,shp_1_35
29,1,14911,shp_1_35
29,1,14912,shp_1_35
29,1,14913,shp_1_35
29,1,14914,shp_1_35
29,1,14915,shp_1_35
29,1,14916,shp_1_35
29,1,14917,shp_1_35
29,1,14918,shp_1_35
29,1,14919,shp_1_35
3,1,1492,shp_1_25
29,1,14920,shp_1_35
29,1,14921,shp_1_35
29,1,14922,shp_1_35
29,1,14923,shp_1_35
29,1,14924,shp_1_35
29,1,14925,shp_1_35
29,1,14926,shp_1_35
29,1,14927,shp_1_35
29,1,14928,shp_1_35
29,1,14929,shp_1_35
3,1,1493,shp_1_25
29,1,14930,shp_1_35
29,1,14931,shp_1_35
29,1,14932,shp_1_35
29,1,14933,shp_1_35
29,1,14934,shp_1_35
29,1,14935,shp_1_35
29,1,14936,shp_1_35
29,1,14937,shp_1_35
29,1,14938,shp_1_35
29,1,14939,shp_1_35
3,1,1494,shp_1_25
29,1,14940,shp_1_35
29,1,14941,shp_1_35
29,1,14942,shp_1_35
29,1,14943,shp_1_35
29,1,14944,shp_1_35
29,1,14945,shp_1_35
29,1,14946,shp_1_35
29,1,14947,shp_1_35
29,1,14948,shp_1_35
29,1,14949,shp_1_35
3,1,1495,shp_1_25
29,1,14950,shp_1_35
29,1,14951,shp_1_35
29,1,14952,shp_1_35
29,1,14953,shp_1_35
29,1,14954,shp_1_35
29,1,14955,shp_1_35
29,1,14956,shp_1_35
29,1,14957,shp_1_35
29,1,14958,shp_1_35
29,1,14959,shp_1_35
3,1,1496,shp_1_25
29,1,14960,shp_1_35
29,1,14961,shp_1_35
29,1,14962,shp_1_35
29,1,14963,shp_1_35
29,1,14964,shp_1_35
29,1,14965,shp_1_35
29,1,14966,shp_1_35
29,1,14967,shp_1_35
29,1,14968,shp_1_35
29,1,14969,shp_1_35
3,1,1497,shp_1_25
29,1,14970,shp_1_35
29,1,14971,shp_1_35
29,1,14972,shp_1_35
29,1,14973,shp_1_35
29,1,14974,shp_1_35
29,1,14975,shp_1_35
29,1,14976,shp_1_35
29,1,14977,shp_1_35
29,1,14978,shp_1_35
29,1,14979,shp_1_35
3,1,1498,shp_1_25
29,1,14980,shp_1_35
29,1,14981,shp_1_35
29,1,14982,shp_1_35
29,1,14983,shp_1_35
29,1,14984,shp_1_35
29,1,14985,shp_1_35
29,1,14986,shp_1_35
29,1,14987,shp_1_35
29,1,14988,shp_1_35
29,1,14989,shp_1_35
3,1,1499,shp_1_25
29,1,14990,shp_1_35
29,1,14991,shp_1_35
3,1,1500,shp_1_25
3,1,1501,shp_1_25
3,1,1502,shp_1_25
3,1,1503,shp_1_25
3,1,1504,shp_1_25
3,1,1505,shp_1_25
3,1,1506,shp_1_25
3,1,1507,shp_1_25
3,1,1508,shp_1_25
3,1,1509,shp_1_25
3,1,1510,shp_1_25
3,1,1511,shp_1_25
3,1,1512,shp_1_25
3,1,1513,shp_1_25
3,1,1514,shp_1_25
3,1,1515,shp_1_25
3,1,1516,shp_1_25
3,1,1517,shp_1_25
3,1,1518,shp_1_25
3,1,1519,shp_1_25
3,1,1520,shp_1_25
3,1,1521,shp_1_25
3,1,1522,shp_1_25
3,1,1523,shp_1_25
3,1,1524,shp_1_25
3,1,1525,shp_1_25
3,1,1526,shp_1_25
3,1,1527,shp_1_25
3,1,1528,shp_1_25
3,1,1529,shp_1_25
3,1,1530,shp_1_25
3,1,1531,shp_1_25
3,1,1532,shp_1_25
3,1,1533,shp_1_25
3,1,1534,shp_1_25
3,1,1535,shp_1_25
30,1,15351,shp_1_8
30,1,15352,shp_1_8
30,1,15353,shp_1_8
30,1,15354,shp_1_8
30,1,15355,shp_1_8
30,1,15356,shp_1_8
30,1,15357,shp_1_8
30,1,15358,shp_1_8
30,1,15359,shp_1_8
3,1,1536,shp_1_25
30,1,15360,shp_1_8
30,1,15361,shp_1_8
30,1,15362,shp_1_8
30,1,15363,shp_1_8
30,1,15364,shp_1_8
30,1,15365,shp_1_8
30,1,15366,shp_1_8
30,1,15367,shp_1_8
30,1,15368,shp_1_8
30,1,15369,shp_1_8
3,1,1537,shp_1_25
30,1,15370,shp_1_8
30,1,15371,shp_1_8
30,1,15372,shp_1_8
30,1,15373,shp_1_8
30,1,15374,shp_1_8
30,1,15375,shp_1_8
30,1,15376,shp_1_8
30,1,15377,shp_1_8
30,1,15378,shp_1_8
30,1,15379,shp_1_8
3,1,1538,shp_1_25
30,1,15380,shp_1_8
30,1,15381,shp_1_8
30,1,15382,shp_1_8
30,1,15383,shp_1_8
30,1,15384,shp_1_8
30,1,15385,shp_1_8
30,1,15386,shp_1_8
30,1,15387,shp_1_8
30,1,15388,shp_1_8
30,1,15389,shp_1_8
3,1,1539,shp_1_25
30,1,15390,shp_1_8
